id,smoker_prediction,smoker_probability
159403,0,0.06669384
159404,1,0.7849267
159405,0,0.011564819
159406,0,0.13743225
159407,0,0.029790476
159408,0,0.012326883
159409,1,0.8490905
159410,1,0.59346586
159411,1,0.96195775
159412,1,0.80347544
159413,1,0.73437405
159414,0,0.080012284
159415,0,0.41943908
159416,0,0.4489622
159417,0,0.41290185
159418,1,0.64240813
159419,0,0.037710957
159420,1,0.76475924
159421,1,0.58993006
159422,0,0.10590338
159423,0,0.0051826546
159424,0,0.016970009
159425,1,0.56973666
159426,0,0.08534519
159427,0,0.05455892
159428,0,0.0016769359
159429,0,0.1889394
159430,0,0.012254497
159431,1,0.8263971
159432,0,0.011382369
159433,0,0.18092376
159434,0,0.23642358
159435,0,0.41053313
159436,1,0.72397685
159437,0,0.06405221
159438,1,0.67396784
159439,0,0.24012187
159440,0,0.06464329
159441,1,0.8723775
159442,0,0.27595764
159443,0,0.011830216
159444,0,0.060345944
159445,1,0.67466915
159446,1,0.7631328
159447,0,0.47449738
159448,1,0.74019736
159449,0,0.44253692
159450,0,0.0009773835
159451,1,0.8261454
159452,1,0.54603046
159453,0,0.13365851
159454,1,0.67672265
159455,1,0.6858577
159456,0,0.002151255
159457,1,0.6503817
159458,1,0.6537147
159459,0,0.45484877
159460,0,0.09377985
159461,1,0.6560387
159462,0,0.0701041
159463,0,0.020778457
159464,0,0.2990634
159465,0,0.32698596
159466,0,0.031352285
159467,1,0.783164
159468,1,0.85836333
159469,1,0.5901958
159470,1,0.81524426
159471,1,0.71846944
159472,1,0.80024964
159473,0,0.044062406
159474,0,0.44944984
159475,0,0.3131263
159476,0,0.04362209
159477,0,0.13183996
159478,1,0.7469768
159479,0,0.0777641
159480,0,0.28602973
159481,0,0.14341561
159482,1,0.8308973
159483,0,0.027636383
159484,0,0.012216209
159485,0,0.30953026
159486,0,0.11346587
159487,0,0.08637864
159488,1,0.6111744
159489,0,0.08910625
159490,1,0.59846735
159491,1,0.81659985
159492,0,0.30314532
159493,1,0.6749333
159494,0,0.01640618
159495,0,0.0020374605
159496,1,0.8178495
159497,0,0.37503242
159498,0,0.43487063
159499,1,0.62694913
159500,0,0.117908955
159501,1,0.6189917
159502,1,0.8931318
159503,0,0.011405488
159504,1,0.5661627
159505,0,0.014327647
159506,1,0.8405759
159507,1,0.7797976
159508,1,0.79696244
159509,1,0.8366433
159510,0,0.007774891
159511,0,0.00092886534
159512,0,0.060244456
159513,0,0.28129807
159514,0,0.14918722
159515,1,0.6881225
159516,1,0.5775335
159517,0,0.019160077
159518,0,0.009440588
159519,0,0.16731289
159520,0,0.11263458
159521,1,0.92061836
159522,1,0.6576842
159523,0,0.0025074626
159524,1,0.5893822
159525,0,0.007580451
159526,0,0.34834906
159527,0,0.01049957
159528,0,0.4243152
159529,1,0.81309265
159530,1,0.69491684
159531,0,0.18520051
159532,1,0.90508515
159533,1,0.8524709
159534,1,0.5460315
159535,0,0.49391133
159536,0,0.006868665
159537,0,0.32671517
159538,1,0.7107477
159539,1,0.87436324
159540,0,0.0007992039
159541,0,0.26045096
159542,0,0.45442522
159543,0,0.010149489
159544,1,0.6123125
159545,0,0.10413387
159546,1,0.6184011
159547,1,0.5000694
159548,1,0.6255114
159549,0,0.019656185
159550,0,0.014789104
159551,1,0.69747436
159552,1,0.72976595
159553,0,0.35822406
159554,0,0.052656963
159555,1,0.85743064
159556,1,0.80007446
159557,1,0.82948893
159558,0,0.11247182
159559,1,0.6924598
159560,0,0.029208098
159561,1,0.9039711
159562,1,0.9264685
159563,0,0.45229033
159564,0,0.010411644
159565,0,0.06763323
159566,0,0.09570978
159567,1,0.8861285
159568,1,0.6566132
159569,0,0.025214264
159570,1,0.6880272
159571,0,0.10943313
159572,0,0.46762356
159573,0,0.02362008
159574,1,0.83639944
159575,0,0.021950219
159576,0,0.080175765
159577,1,0.73595184
159578,0,0.4667223
159579,0,0.04178664
159580,1,0.6238077
159581,0,0.09509686
159582,0,0.42325178
159583,1,0.7813162
159584,0,0.4662855
159585,0,0.48502028
159586,0,0.3590223
159587,1,0.87126285
159588,1,0.8221905
159589,1,0.7858083
159590,1,0.8522753
159591,1,0.6921618
159592,0,0.022013862
159593,1,0.7013646
159594,0,0.025194483
159595,1,0.6859546
159596,1,0.73001724
159597,0,0.440539
159598,0,0.022942733
159599,0,0.008387081
159600,0,0.0040535564
159601,1,0.692583
159602,0,0.07394889
159603,1,0.7513852
159604,0,0.3325479
159605,1,0.5194964
159606,0,0.0045422376
159607,0,0.017183125
159608,1,0.82019985
159609,0,0.4805882
159610,0,0.0025222301
159611,0,0.028258573
159612,1,0.5784543
159613,1,0.7880629
159614,0,0.014294305
159615,0,0.027177619
159616,0,0.14207953
159617,0,0.05537246
159618,1,0.73316336
159619,0,0.028817298
159620,1,0.60170424
159621,1,0.7653212
159622,1,0.77161235
159623,1,0.6317651
159624,0,0.010793015
159625,0,0.011322345
159626,0,0.031675708
159627,1,0.52007955
159628,0,0.43477044
159629,1,0.7652317
159630,0,0.2225941
159631,0,0.18655314
159632,0,0.069964305
159633,0,0.023241565
159634,1,0.7063787
159635,0,0.0048637097
159636,0,0.033416
159637,0,0.20251445
159638,1,0.700076
159639,0,0.18670171
159640,0,0.05184834
159641,0,0.08790738
159642,0,0.098037384
159643,0,0.31612337
159644,0,0.34414548
159645,0,0.47551817
159646,0,0.0059343255
159647,1,0.64549726
159648,1,0.5130872
159649,0,0.38833833
159650,1,0.8728165
159651,1,0.88925993
159652,0,0.37482098
159653,0,0.16833927
159654,0,0.041072596
159655,1,0.7452169
159656,0,0.06327198
159657,1,0.6071297
159658,0,0.008983022
159659,0,0.0021721367
159660,0,0.42371985
159661,1,0.56744665
159662,0,0.4740731
159663,1,0.81480217
159664,0,0.005396517
159665,1,0.5524078
159666,1,0.71574175
159667,0,0.12023138
159668,1,0.8256696
159669,0,0.4857575
159670,0,0.04397595
159671,1,0.72741914
159672,0,0.49110958
159673,1,0.7162582
159674,0,0.46392962
159675,1,0.79932576
159676,0,0.0018281754
159677,0,0.42252547
159678,0,0.47647592
159679,0,0.040685304
159680,1,0.8634968
159681,0,0.24585958
159682,1,0.5647107
159683,1,0.7358115
159684,0,0.4968439
159685,1,0.62064695
159686,0,0.0806654
159687,0,0.0024544531
159688,1,0.9542877
159689,0,0.15329862
159690,1,0.75148994
159691,1,0.595387
159692,1,0.8727167
159693,0,0.44438544
159694,0,0.48268992
159695,0,0.0018145001
159696,0,0.0046917517
159697,0,0.024042523
159698,0,0.23432672
159699,0,0.47356963
159700,0,0.3993011
159701,1,0.7789625
159702,1,0.7138562
159703,0,0.021502705
159704,1,0.58264744
159705,0,0.02616939
159706,0,0.14035441
159707,1,0.69482607
159708,1,0.7792357
159709,1,0.9117201
159710,1,0.94028986
159711,1,0.93151504
159712,1,0.68068445
159713,1,0.6217981
159714,1,0.61473304
159715,0,0.4079367
159716,1,0.6617093
159717,0,0.007211526
159718,0,0.44162038
159719,0,0.04382547
159720,1,0.68597734
159721,1,0.7877359
159722,0,0.41458794
159723,0,0.018386504
159724,0,0.029839551
159725,1,0.8496246
159726,0,0.024166195
159727,0,0.001957287
159728,0,0.019717263
159729,0,0.47606647
159730,0,0.26382172
159731,1,0.7409586
159732,0,0.010003328
159733,1,0.5619424
159734,0,0.41628018
159735,0,0.00894127
159736,1,0.6041734
159737,1,0.7260274
159738,0,0.009011895
159739,0,0.0024831153
159740,1,0.5643501
159741,0,0.38589165
159742,0,0.3528163
159743,1,0.80692685
159744,1,0.8296663
159745,1,0.5988908
159746,0,0.34333986
159747,0,0.06421754
159748,0,0.2289149
159749,0,0.31605044
159750,1,0.6855661
159751,0,0.10484513
159752,0,0.041484423
159753,1,0.66805595
159754,1,0.5005345
159755,0,0.4740731
159756,0,0.09115518
159757,0,0.39444658
159758,1,0.6357679
159759,0,0.036899112
159760,1,0.9391664
159761,0,0.017656006
159762,0,0.40645346
159763,0,0.10899174
159764,0,0.49989444
159765,1,0.5749047
159766,1,0.63406235
159767,0,0.44362542
159768,1,0.88212186
159769,1,0.6170884
159770,1,0.7065808
159771,0,0.026577177
159772,1,0.57658213
159773,0,0.1642028
159774,0,0.16350318
159775,0,0.19425613
159776,0,0.024788897
159777,1,0.531518
159778,0,0.27619958
159779,1,0.7897128
159780,1,0.6606715
159781,1,0.7349167
159782,0,0.034070995
159783,0,0.0687779
159784,0,0.36181054
159785,0,0.0057841963
159786,1,0.8605379
159787,1,0.54897374
159788,0,0.00929127
159789,0,0.04786078
159790,0,0.05658723
159791,1,0.787128
159792,0,0.43032667
159793,1,0.5908781
159794,0,0.29049438
159795,0,0.12540902
159796,0,0.43016455
159797,1,0.7771839
159798,1,0.7220728
159799,0,0.0009181919
159800,0,0.018476032
159801,0,0.049312692
159802,1,0.95216805
159803,1,0.6659163
159804,1,0.6981471
159805,0,0.3432611
159806,1,0.8334084
159807,1,0.67951524
159808,0,0.0065447255
159809,1,0.5186388
159810,0,0.0010029762
159811,0,0.007456566
159812,0,0.4034964
159813,1,0.5770303
159814,1,0.8362865
159815,1,0.7088953
159816,1,0.56867206
159817,1,0.6513932
159818,0,0.0053092707
159819,1,0.7493642
159820,0,0.18272322
159821,0,0.013248218
159822,1,0.5796713
159823,0,0.002147081
159824,1,0.8878776
159825,1,0.6595586
159826,0,0.43167093
159827,0,0.015414736
159828,0,0.020453876
159829,0,0.008255338
159830,0,0.086830944
159831,1,0.61609346
159832,0,0.4858544
159833,0,0.25399727
159834,0,0.021424256
159835,1,0.84592867
159836,0,0.025850257
159837,0,0.4740731
159838,0,0.11228374
159839,0,0.29161593
159840,1,0.83709157
159841,1,0.7552338
159842,1,0.71545684
159843,1,0.88411605
159844,0,0.47747424
159845,0,0.011578301
159846,1,0.5832168
159847,0,0.35484192
159848,1,0.5098417
159849,1,0.695791
159850,0,0.0032308397
159851,0,0.43411207
159852,0,0.011736181
159853,0,0.17707881
159854,1,0.8373998
159855,0,0.43443543
159856,0,0.08909627
159857,0,0.46624365
159858,1,0.79105306
159859,0,0.0060282317
159860,0,0.45138028
159861,0,0.016935859
159862,0,0.0023885341
159863,1,0.7446466
159864,0,0.026235955
159865,0,0.0015828046
159866,1,0.6879038
159867,0,0.4085747
159868,1,0.83464724
159869,1,0.6257873
159870,1,0.7472024
159871,0,0.08752596
159872,1,0.58472973
159873,1,0.6961273
159874,0,0.20696779
159875,0,0.24740648
159876,1,0.7223202
159877,0,0.07935667
159878,1,0.54513377
159879,1,0.7729109
159880,1,0.5291622
159881,0,0.033967085
159882,1,0.8572107
159883,1,0.845405
159884,1,0.83662045
159885,0,0.3983318
159886,0,0.32620734
159887,1,0.5950125
159888,0,0.28867647
159889,1,0.90449333
159890,1,0.81476176
159891,1,0.89122975
159892,0,0.17756014
159893,0,0.0113804275
159894,1,0.7613409
159895,1,0.6316712
159896,1,0.5981295
159897,0,0.3960624
159898,1,0.65666306
159899,1,0.85796434
159900,0,0.04933733
159901,1,0.6834409
159902,0,0.27007288
159903,0,0.4039131
159904,1,0.5049203
159905,0,0.020757396
159906,1,0.79840404
159907,1,0.6935886
159908,1,0.75766504
159909,0,0.00081812846
159910,0,0.4818195
159911,0,0.43331677
159912,1,0.70854425
159913,0,0.022754623
159914,0,0.020092381
159915,0,0.36446613
159916,0,0.0165118
159917,0,0.010302158
159918,0,0.14583018
159919,0,0.49757227
159920,0,0.13311334
159921,1,0.7985708
159922,0,0.22028258
159923,0,0.31592926
159924,1,0.78790534
159925,1,0.6279618
159926,1,0.89436644
159927,1,0.6663623
159928,0,0.46182626
159929,1,0.79338276
159930,0,0.22003257
159931,0,0.3685929
159932,0,0.0035650234
159933,0,0.29265574
159934,0,0.45088223
159935,0,0.23176372
159936,1,0.5303461
159937,0,0.036230702
159938,1,0.6400419
159939,1,0.68663657
159940,1,0.5900674
159941,0,0.47832602
159942,1,0.5377276
159943,0,0.08401334
159944,0,0.0070721447
159945,1,0.7657533
159946,1,0.72625804
159947,0,0.01159797
159948,0,0.3603086
159949,1,0.7661359
159950,1,0.8778513
159951,0,0.2969274
159952,1,0.6835189
159953,0,0.0032923673
159954,1,0.63273764
159955,0,0.00036762655
159956,1,0.8092105
159957,1,0.85282487
159958,1,0.584463
159959,0,0.34503815
159960,1,0.78263104
159961,1,0.7156564
159962,0,0.0007167087
159963,1,0.8911302
159964,0,0.034079786
159965,1,0.71060944
159966,1,0.6333326
159967,1,0.6777125
159968,0,0.011508806
159969,1,0.80972993
159970,0,0.027479185
159971,0,0.0021493554
159972,0,0.041156963
159973,1,0.784554
159974,0,0.32739702
159975,1,0.6657562
159976,1,0.6162958
159977,1,0.7603915
159978,0,0.022559794
159979,1,0.648962
159980,1,0.84874016
159981,1,0.71208596
159982,1,0.6464619
159983,1,0.71456486
159984,0,0.47613022
159985,1,0.84590185
159986,1,0.8784861
159987,0,0.04745911
159988,1,0.8063877
159989,1,0.6638045
159990,0,0.25713816
159991,0,0.01678881
159992,0,0.3916324
159993,0,0.011395706
159994,0,0.009610932
159995,0,0.0086007435
159996,0,0.44778317
159997,1,0.8630432
159998,1,0.5048223
159999,1,0.7637846
160000,1,0.7424351
160001,0,0.14033607
160002,0,0.3498275
160003,0,0.023864988
160004,1,0.5065399
160005,0,0.016769955
160006,0,0.36239767
160007,1,0.7195456
160008,0,0.27636313
160009,1,0.5234482
160010,1,0.67319065
160011,0,0.1593227
160012,0,0.4740731
160013,1,0.6918782
160014,0,0.015278164
160015,0,0.06606739
160016,1,0.67615944
160017,0,0.15262948
160018,1,0.82190484
160019,0,0.007662107
160020,0,0.07278595
160021,1,0.5503478
160022,1,0.7771324
160023,0,0.009621222
160024,1,0.62974536
160025,0,0.0838628
160026,0,0.01307719
160027,0,0.48906857
160028,0,0.00699044
160029,1,0.65412736
160030,0,0.30895343
160031,1,0.811033
160032,0,0.022227421
160033,0,0.0447473
160034,1,0.8177455
160035,1,0.5771655
160036,0,0.010612221
160037,0,0.39265794
160038,0,0.38219956
160039,0,0.0152540775
160040,0,0.48401845
160041,0,0.08086393
160042,0,0.3636622
160043,0,0.036256354
160044,0,0.08281902
160045,0,0.027155448
160046,1,0.511533
160047,1,0.53254354
160048,1,0.6380886
160049,0,0.011180757
160050,1,0.7063375
160051,1,0.8147644
160052,1,0.74951905
160053,0,0.17412919
160054,1,0.5496783
160055,1,0.51396805
160056,0,0.24105722
160057,0,0.10805898
160058,0,0.48848632
160059,1,0.7519632
160060,0,0.2389725
160061,0,0.056597818
160062,1,0.88962865
160063,0,0.05657738
160064,0,0.11799242
160065,0,0.3999824
160066,0,0.47359446
160067,0,0.38094893
160068,1,0.64900416
160069,1,0.5794717
160070,0,0.0033271934
160071,0,0.04602154
160072,0,0.38496044
160073,0,0.026164928
160074,1,0.6623312
160075,1,0.8332836
160076,0,0.47749197
160077,0,0.008940042
160078,1,0.6382126
160079,0,0.058986437
160080,0,0.21669053
160081,0,0.14109646
160082,0,0.17476162
160083,0,0.11470641
160084,0,0.002089674
160085,0,0.10481453
160086,0,0.028634263
160087,0,0.09274512
160088,0,0.4271532
160089,1,0.8325209
160090,1,0.58668417
160091,1,0.8313974
160092,1,0.5733355
160093,1,0.7856554
160094,0,0.0013745119
160095,1,0.8715173
160096,1,0.5277703
160097,0,0.2399792
160098,1,0.70967954
160099,0,0.000633574
160100,0,0.4347825
160101,0,0.45807034
160102,1,0.7065419
160103,1,0.64967424
160104,0,0.2493477
160105,0,0.28513286
160106,0,0.017210301
160107,0,0.2185546
160108,1,0.70297176
160109,1,0.7615506
160110,1,0.77467453
160111,0,0.42384756
160112,0,0.10745543
160113,0,0.12130298
160114,1,0.6771829
160115,0,0.01185288
160116,0,0.013815795
160117,1,0.8993792
160118,0,0.47679704
160119,0,0.0019311882
160120,0,0.3491565
160121,1,0.52751166
160122,1,0.52858037
160123,0,0.35564128
160124,1,0.84775776
160125,1,0.8341269
160126,1,0.5641888
160127,1,0.61813676
160128,0,0.3320426
160129,1,0.7672551
160130,1,0.60563153
160131,0,0.014464871
160132,0,0.017009309
160133,1,0.8758215
160134,1,0.90820307
160135,0,0.4826225
160136,0,0.008513992
160137,1,0.81218266
160138,1,0.6011514
160139,1,0.88864475
160140,0,0.47190306
160141,1,0.7345159
160142,0,0.0074150003
160143,0,0.38115376
160144,0,0.052125458
160145,0,0.00624207
160146,0,0.012887251
160147,1,0.6438635
160148,0,0.4740731
160149,0,0.40423718
160150,0,0.15765157
160151,0,0.2483764
160152,0,0.06437045
160153,0,0.032097485
160154,1,0.6811015
160155,1,0.7036901
160156,1,0.81414133
160157,1,0.55844814
160158,0,0.23711759
160159,1,0.59785944
160160,0,0.013832496
160161,1,0.7920013
160162,0,0.302178
160163,1,0.81001276
160164,1,0.8039649
160165,1,0.8721698
160166,1,0.68073237
160167,1,0.6607149
160168,0,0.14644773
160169,0,0.33603892
160170,1,0.88711804
160171,0,0.001875233
160172,0,0.4457373
160173,0,0.46337193
160174,1,0.66378677
160175,0,0.0063764546
160176,0,0.19682984
160177,0,0.45593438
160178,1,0.5894446
160179,0,0.005962352
160180,1,0.763563
160181,1,0.57735276
160182,1,0.82326853
160183,0,0.003944496
160184,1,0.78319186
160185,0,0.018069854
160186,0,0.33641338
160187,0,0.0024241933
160188,1,0.869875
160189,1,0.7386377
160190,0,0.06724234
160191,1,0.6861899
160192,1,0.6662063
160193,0,0.023837974
160194,0,0.24408291
160195,0,0.43256974
160196,0,0.19892941
160197,1,0.75578135
160198,1,0.5737717
160199,0,0.018444559
160200,0,0.008033282
160201,0,0.016162826
160202,1,0.68210095
160203,1,0.71830106
160204,0,0.15074784
160205,1,0.88358986
160206,1,0.63331777
160207,0,0.027417405
160208,0,0.36396834
160209,1,0.5645932
160210,0,0.028456137
160211,0,0.38733074
160212,0,0.23778243
160213,1,0.79474944
160214,0,0.35206968
160215,0,0.17092879
160216,0,0.06085455
160217,1,0.6954031
160218,0,0.21323599
160219,1,0.8000041
160220,1,0.76244444
160221,0,0.4991309
160222,0,0.31675398
160223,1,0.5562512
160224,1,0.81206065
160225,0,0.13838094
160226,0,0.047919124
160227,1,0.5396064
160228,1,0.75148267
160229,1,0.630155
160230,1,0.77261883
160231,0,0.024254145
160232,1,0.83920544
160233,0,0.026608117
160234,0,0.039204534
160235,1,0.7306374
160236,1,0.5236716
160237,0,0.45054486
160238,0,0.257721
160239,0,0.00270024
160240,1,0.8545039
160241,0,0.05010487
160242,1,0.5534435
160243,1,0.53740346
160244,0,0.009363987
160245,1,0.5789589
160246,1,0.80661917
160247,0,0.38778585
160248,0,0.19860287
160249,1,0.8048894
160250,1,0.8455546
160251,1,0.58774996
160252,0,0.014088576
160253,0,0.23931319
160254,1,0.7727399
160255,1,0.59446883
160256,0,0.41408068
160257,1,0.88542396
160258,0,0.00115947
160259,1,0.7352562
160260,1,0.5514799
160261,0,0.09352191
160262,0,0.011462133
160263,0,0.096438356
160264,1,0.57198864
160265,0,0.4740731
160266,1,0.8422199
160267,0,0.34329957
160268,0,0.4729532
160269,0,0.010090397
160270,0,0.017110256
160271,1,0.5081331
160272,1,0.81773335
160273,0,0.006584012
160274,0,0.06753944
160275,1,0.7051604
160276,1,0.72820175
160277,0,0.0073545515
160278,1,0.60043716
160279,1,0.59471685
160280,0,0.13388628
160281,1,0.7736488
160282,1,0.69170296
160283,1,0.5135212
160284,1,0.5345469
160285,1,0.83090943
160286,1,0.6524855
160287,1,0.53197414
160288,0,0.37625775
160289,0,0.4740731
160290,1,0.793326
160291,0,0.123957515
160292,0,0.004696805
160293,1,0.56241065
160294,0,0.13629563
160295,1,0.74219346
160296,1,0.7072419
160297,1,0.792842
160298,0,0.00765295
160299,0,0.49372408
160300,1,0.5915266
160301,1,0.59229136
160302,0,0.42126292
160303,1,0.5452742
160304,1,0.77124566
160305,1,0.66176856
160306,1,0.65503263
160307,0,0.41825336
160308,0,0.055176485
160309,0,0.020429509
160310,0,0.003602754
160311,1,0.8111436
160312,1,0.50203735
160313,0,0.4397887
160314,1,0.64672816
160315,1,0.8189846
160316,1,0.67566156
160317,1,0.7160937
160318,1,0.8820786
160319,0,0.43288195
160320,0,0.0050702905
160321,1,0.8473817
160322,1,0.64232576
160323,1,0.50750035
160324,1,0.72388864
160325,1,0.90279883
160326,1,0.6946495
160327,0,0.005521022
160328,0,0.02573101
160329,1,0.8252546
160330,0,0.013769246
160331,1,0.85987115
160332,1,0.772253
160333,0,0.2271672
160334,1,0.64174014
160335,0,0.46428382
160336,1,0.7245325
160337,1,0.5643818
160338,0,0.4434139
160339,0,0.009004353
160340,1,0.711856
160341,1,0.5187205
160342,0,0.3960353
160343,1,0.7878826
160344,1,0.7862753
160345,1,0.56761515
160346,0,0.43830344
160347,1,0.8305359
160348,1,0.8567577
160349,0,0.45152548
160350,1,0.80181515
160351,1,0.75405115
160352,0,0.49411032
160353,0,0.016271828
160354,0,0.020455036
160355,0,0.3022121
160356,0,0.19093816
160357,0,0.08756809
160358,0,0.31795207
160359,0,0.017825957
160360,0,0.024518376
160361,0,0.085671484
160362,0,0.0023698176
160363,0,0.042735152
160364,0,0.39064193
160365,0,0.49483377
160366,0,0.0048748786
160367,1,0.7846585
160368,0,0.13443597
160369,0,0.035921093
160370,1,0.8682089
160371,1,0.7465518
160372,0,0.0029243578
160373,1,0.6031832
160374,1,0.61730397
160375,0,0.18274555
160376,1,0.5604069
160377,0,0.035780102
160378,1,0.7897428
160379,1,0.5420328
160380,0,0.028128022
160381,0,0.3617505
160382,1,0.64870405
160383,0,0.13455878
160384,0,0.45349133
160385,0,0.019896008
160386,0,0.067608334
160387,0,0.011951477
160388,0,0.45658597
160389,1,0.63651
160390,1,0.6837031
160391,1,0.57811934
160392,1,0.72135264
160393,0,0.098995574
160394,0,0.0074482807
160395,1,0.5724835
160396,1,0.7098461
160397,0,0.33151266
160398,1,0.9091241
160399,1,0.5858708
160400,1,0.80345905
160401,0,0.0030127915
160402,1,0.75246066
160403,0,0.05652926
160404,1,0.59763014
160405,0,0.30288902
160406,1,0.6071223
160407,0,0.0045235874
160408,1,0.64362776
160409,0,0.003128936
160410,0,0.016373977
160411,1,0.73715335
160412,1,0.5940062
160413,1,0.71475345
160414,0,0.020210817
160415,0,0.0030754898
160416,0,0.02532621
160417,0,0.008831375
160418,0,0.089373365
160419,0,0.36099997
160420,0,0.16885091
160421,1,0.56103677
160422,0,0.45725715
160423,0,0.009118617
160424,1,0.6667922
160425,0,0.032167554
160426,0,0.392405
160427,0,0.009383455
160428,1,0.53557676
160429,1,0.7956015
160430,1,0.8094566
160431,1,0.88923043
160432,0,0.0035950611
160433,1,0.5187311
160434,0,0.4907765
160435,1,0.7581728
160436,1,0.68039453
160437,0,0.0134140365
160438,1,0.8652499
160439,1,0.509384
160440,0,0.0005278262
160441,0,0.09038218
160442,1,0.70196223
160443,1,0.814676
160444,0,0.012733673
160445,1,0.8085995
160446,1,0.76618296
160447,1,0.7792462
160448,1,0.69706357
160449,0,0.061438076
160450,0,0.2061369
160451,1,0.8474564
160452,1,0.78126425
160453,0,0.005254064
160454,0,0.38752934
160455,0,0.041112512
160456,1,0.6996327
160457,1,0.5917877
160458,0,0.46072656
160459,1,0.5853566
160460,1,0.6231481
160461,0,0.48627034
160462,1,0.6062273
160463,1,0.8484758
160464,1,0.70039666
160465,1,0.57872766
160466,0,0.23191245
160467,0,0.44552892
160468,1,0.5828266
160469,1,0.82582235
160470,1,0.76090866
160471,1,0.773692
160472,0,0.010676972
160473,1,0.8942277
160474,1,0.673281
160475,0,0.086346835
160476,0,0.04946863
160477,0,0.17649995
160478,1,0.7976365
160479,1,0.82949865
160480,1,0.5476362
160481,1,0.54741925
160482,0,0.03711335
160483,0,0.004472013
160484,0,0.4339098
160485,0,0.0019993028
160486,0,0.009473539
160487,0,0.13423598
160488,0,0.0024655026
160489,1,0.6140056
160490,0,0.032146
160491,1,0.7247562
160492,1,0.7175277
160493,1,0.6227646
160494,0,0.37262782
160495,0,0.48203194
160496,1,0.6501974
160497,0,0.28660652
160498,0,0.015390064
160499,1,0.7513841
160500,1,0.85352373
160501,0,0.0030267872
160502,1,0.6639247
160503,1,0.7815949
160504,0,0.018930338
160505,1,0.8155247
160506,1,0.688049
160507,1,0.57936144
160508,1,0.8389086
160509,1,0.9906472
160510,0,0.4043382
160511,1,0.71665645
160512,0,0.015496167
160513,0,0.44624218
160514,1,0.5400868
160515,1,0.78229076
160516,0,0.01721296
160517,1,0.75408226
160518,0,0.0016662587
160519,0,0.4632572
160520,0,0.011811055
160521,0,0.019056885
